"","AlignID","tmean","FoundIn","Name.1","MatchFactor.1","DB.Id.1","CAS.1","Formula.1","Name.2","MatchFactor.2","DB.Id.2","CAS.2","Formula.2","Name.3","MatchFactor.3","DB.Id.3","CAS.3","Formula.3","Name.4","MatchFactor.4","DB.Id.4","CAS.4","Formula.4","Name.5","MatchFactor.5","DB.Id.5","CAS.5","Formula.5","Name.6","MatchFactor.6","DB.Id.6","CAS.6","Formula.6","Name.7","MatchFactor.7","DB.Id.7","CAS.7","Formula.7","Name.8","MatchFactor.8","DB.Id.8","CAS.8","Formula.8","Name.9","MatchFactor.9","DB.Id.9","CAS.9","Formula.9","Name.10","MatchFactor.10","DB.Id.10","CAS.10","Formula.10","Cory_Mreu_Rep1_6262023_32","Cory_Mreu_Rep2_6262023_33","Strl_Rep1_6302023_20","Strl_Rep1_6302023_14","VialBlank_6262023_31"
"239",240,2.285,2,"Methyl formate","91.09","   247","107313","C2H4O2","Carbonyl sulfide","91.04","   279","463581","COS","Hydrazine, 1,2-dimethyl-","91.01","   260","540738","C2H8N2","Hydrazine, 1,2-dimethyl-","90.96","   258","540738","C2H8N2","Methyl formate","90.96","   249","107313","C2H4O2","Methyl formate","90.84","   248","107313","C2H4O2","Acetic acid, methoxy-","90.84","  2086","625456","C3H6O3","Carbonyl sulfide","90.79","   278","463581","COS","Hydrazine, ethyl-","90.55","   257","624806","C2H8N2","Methanamine, N-methoxy-N-nitroso-","90.54","  2063","16339121","C2H6N2O2",0,0,0,0,0
"240",241,2.0036,7,"Propanenitrile","96.86","   135","107120","C3H5N","Propanenitrile","96.57","   137","107120","C3H5N","Cyclobutanecarbonitrile","96.14","  1008","4426113","C5H7N","Propargylamine","96.07","   136","2450717","C3H5N","Propargylamine","95.97","   139","2450717","C3H5N","Maleic anhydride","95.54","  2725","108316","C4H2O3","2H-Pyran, 2,5-diethenyltetrahydro-","95.40"," 15961","25724338","C9H14O","Propanenitrile, 3,3'-oxybis-","95.38","  9368","1656480","C6H8N2O","Maleic anhydride","95.33","  2723","108316","C4H2O3","Propanenitrile","95.11","   138","107120","C3H5N",0,0,0,0,0
"241",242,2.0025,2,"Methanesulfonic anhydride","75.20"," 36928","7143013","C2H6O5S2","Sulfurous acid, dimethyl ester","74.63","  5115","616422","C2H6O3S","Sulfurous acid, dimethyl ester","74.27","  5118","616422","C2H6O3S","Xylopyranoside, methyl 4-azido-4-deoxy-, 2,3-dimethanesulfonate, .alpha.-D-","74.08","145189","6160925","C8H15N3O8S2","Sulfurous acid, dimethyl ester","74.00","  5116","616422","C2H6O3S","2,6-Pyridinedicarboxaldehyde, 4-hydroxy-, bis[methyl(2-pyridyl)hydrazone]","73.97","151980","118252021","C19H19N7O","Methanesulfonylacetonitrile","73.90","  8266","2274422","C3H5NO2S","Sulfurous acid, dimethyl ester","72.92","  5117","616422","C2H6O3S","5-Methanesulfonyl-1-methyl-1H-tetrazole","72.75"," 29073","1000301388","C3H6N4O2S","Tetrakis(methylsulfonyl)hydrazine","72.37","144852","86869683","C4H12N2O8S4",0,0,0,0,0
"242",243,2.0925,2,"Bicyclo[3.3.1]non-6-en-2-ylamine","84.57"," 15241","1000185556","C9H15N","Morpholine, 4-(methylsulfonyl)-","83.79"," 30879","1697343","C5H11NO3S","Methanesulfonic acid, butyl ester","83.05"," 23053","1912329","C5H12O3S","Pyrrol-2,5(3H,4H)-dione, 1-methylsulphonyl-","82.42"," 38680","25417463","C5H7NO4S","Azetidine, 1-(methylsulfonyl)-","81.54"," 13939","13595454","C4H9NO2S","Azetidine, 1-(methylsulfonyl)-","80.70"," 13940","13595454","C4H9NO2S","Methanesulfonamide, N,N-bis(2-(methylsulfonyloxy)ethyl)-","77.73","141866","473518","C7H17NO8S3","Cyclohexanemethanol, 2-amino-, trans-","77.22"," 11799","5691214","C7H15NO","4-(5-Nitrofurfurylideneamino)antipyrine","77.22","134030","4346229","C16H14N4O4","4-Aminocyclohexanol acetate (ester)","77.09"," 26436","1000130628","C8H15NO2",0,0,0,0,0
"243",244,2.0275,2,"1-Propanamine, N-(1-methylethyl)-","85.16","  3854","21968172","C6H15N","1-Butanamine, N-butyl-","81.19"," 11845","111922","C8H19N","n-Butylethylenediamine","80.98","  7604","19522691","C6H16N2","1-Butanamine, N-butyl-","80.85"," 11849","111922","C8H19N","1-Butanamine, N-butyl-","80.52"," 11848","111922","C8H19N","Pentanamide, 2-amino-4-methyl-, (S)-","80.07"," 12123","687514","C6H14N2O","4-(2-Acetamidoethoxy)-3-methoxybenzoic acid","78.95"," 88824","1000387153","C12H15NO5","Benzenemethanol, .alpha.-[1-methyl-2-[(1-methylethyl)amino]propyl]-","78.83"," 68229","74793401","C14H23NO","D-Leucine","78.75"," 12577","328381","C6H13NO2","Prilocaine","78.74"," 67262","721506","C13H20N2O",0,0,0,0,0
"244",245,2.1275,2,"Acetaldehyde semicarbazone","91.33","  3696","591866","C3H7N3O","Propanamide, 2-hydroxy-N-methyl-","89.57","  4234","134001620","C4H9NO2","Ethane, 1,2-dimethoxy-","86.08","  2133","110714","C4H10O2","2-Hydroxyethylphosphine","85.46","   908","16247011","C2H7OP","Propanal, 3-methoxy-","85.16","  1874","2806840","C4H8O2","1,2-Propanediol diformate","84.82"," 12920","53818147","C5H8O4","Ethane, 1,2-dimethoxy-","84.42","  2140","110714","C4H10O2","Ethane, 1,2-dimethoxy-","83.84","  2139","110714","C4H10O2","Hexitol, 1,5-anhydro-2,6-dideoxy-","82.67"," 12977","53951421","C6H12O3",".alpha.-L-Galactopyranoside, methyl 6-deoxy-","82.25"," 39561","14687151","C7H14O5",0,0,0,0,0
"245",246,2.2583,3,"1-Hydroxy-2-butanone","98.90","  1876","5077678","C4H8O2","Propanoic acid, anhydride","98.90"," 12021","123626","C6H10O3","Propanoic acid, anhydride","98.82"," 12025","123626","C6H10O3","1,2-Ethanediol, dipropanoate","98.65"," 37056","123808","C8H14O4","1,2-Ethanediol, dipropanoate","98.64"," 37053","123808","C8H14O4","Propanoic acid, anhydride","98.62"," 12026","123626","C6H10O3","Octadecane, 2,2,4,15,17,17-hexamethyl-7,12-bis(3,5,5-trimethylhexyl)-","98.61","182429","55470978","C42H86","1,3-Propanediol, 2-methyl-, dipropanoate","98.56"," 54749","54932831","C10H18O4","Borinic acid, diethyl-","98.53","  1501","4426317","C4H11BO","1,2,3-Propanetriol, tripropanoate","98.50"," 93301","139457","C12H20O6",0,0,0,0,68406
"246",247,2.06,4,"Pentane, 2,2,4,4-tetramethyl-","97.11"," 11571","1070877","C9H20","Pentane, 2,2,4-trimethyl-","96.97","  7030","540841","C8H18","Pentane, 2,2,4-trimethyl-","96.95","  7023","540841","C8H18","Hexane, 2,2-dimethyl-","96.94","  7016","590738","C8H18","Sulfone, 2-hydroxybutyl t-butyl","96.91"," 50279","1000161824","C8H18O3S","Carbonic acid, bis(2-methylpropyl) ester","96.88"," 37220","539924","C9H18O3","Heptane, 2,2,4,6,6-pentamethyl-","96.85"," 34560","13475826","C12H26","Hexane, 2,2-dimethyl-","96.82","  7018","590738","C8H18","Carbonic acid, bis(2-methylpropyl) ester","96.81"," 37219","539924","C9H18O3","Propanoic acid, 2-methylpropyl ester","96.77"," 12251","540421","C7H14O2",0,0,0,0,0
"247",248,2.1,4,"Phenol, m-(1-methyl-3-propyl-3-pyrrolidinyl)-","95.80"," 66708","428375","C14H21NO","1.3.5-Trimethyl-5-amino-1,3-diazacyclohexane","95.58"," 18318","2224513","C7H17N3","anti-2-Acetoxyacetaldoxime","95.07","  7778","37858074","C4H7NO3","Propylene Carbonate","94.65","  3907","108327","C4H6O3","1-Methyl-3-pyrrolidinol","94.41","  3776","13220332","C5H11NO","2,3-Pentanedione","94.22","  3347","600146","C5H8O2","3-(1-Methyl-3-pyrrolidinyl)pyridine","94.17"," 28797","92118224","C10H14N2","2-Butanone, 1-(acetyloxy)-","94.09"," 12027","1575571","C6H10O3","1H-Tetrazol-5-amine","93.99","  1464","4418615","CH3N5","Methanamine, N-heptylidene-","93.78"," 10812","6898711","C8H17N",0,0,0,0,0
"248",249,2.26,48,"4,4'-Sulfonyldiphthalic dianhydride","97.24","150647","2540990","C16H6O8S","N-(2,2-Diethoxyethyl)-9-methyl-4-methylthio-1,2-carbazoledicarboximide","95.06","168053","20863143","C22H24N2O4S","Dimethyl methoxymalonate","94.36"," 29111","5018304","C6H10O5","N-(2,2-Diethoxyethyl)-3-phenyl-1,2-carbazoledicarboximide","94.27","171643","22293987","C26H24N2O4","N-(2,2-Diethoxyethyl)-4-methylthio-1,2-carbazoledicarboximide","94.20","164603","20863110","C21H22N2O4S","Propane, 2,2-bis(ethylthio)-","93.78"," 30540","14252450","C7H16S2","Propane, 1,1,3,3-tetraethoxy-","93.13"," 67024","122316","C11H24O4","D-Mannose, 2,5-anhydro-, diethyl acetal, triacetate","93.05","152223","35439635","C16H26O9","Propanamide, 2-cyano-N1-(2,2-diethoxyethyl)-3-phenyl","93.02","112633","1000197167","C16H22N2O3","acetic acid, 2-(ethylsulfonyl)-2-methoxy-, methyl ester","92.90"," 51681","1000396012","C6H12O5S",36620,0,0,31754,0
"249",250,2.4333,12,"4,4'-Sulfonyldiphthalic dianhydride","97.02","150647","2540990","C16H6O8S","N-(2,2-Diethoxyethyl)-9-methyl-4-methylthio-1,2-carbazoledicarboximide","94.29","168053","20863143","C22H24N2O4S","Propane, 2,2-bis(ethylthio)-","93.69"," 30540","14252450","C7H16S2","N-(2,2-Diethoxyethyl)-4-methylthio-1,2-carbazoledicarboximide","93.47","164603","20863110","C21H22N2O4S","N-(2,2-Diethoxyethyl)-3-phenyl-1,2-carbazoledicarboximide","93.32","171643","22293987","C26H24N2O4","acetic acid, 2-(ethylsulfonyl)-2-methoxy-, methyl ester","93.19"," 51681","1000396012","C6H12O5S","Propane, 1,1,3,3-tetraethoxy-","92.84"," 67024","122316","C11H24O4","Propanamide, 2-cyano-N1-(2,2-diethoxyethyl)-3-phenyl","92.41","112633","1000197167","C16H22N2O3","D-Mannose, 2,5-anhydro-, diethyl acetal, triacetate","92.13","152223","35439635","C16H26O9","Dimethyl methoxymalonate","92.10"," 29111","5018304","C6H10O5",0,0,0,0,264643
"250",251,2.2055,10,"1-(2,2-Dimethylpropyl)-1,2,3,4-tetrahydroisoquinoline","95.24"," 55749","87443627","C14H21N","Isoquinoline, 1,2,3,4-tetrahydro-1-butyl","95.02"," 46436","1000197554","C13H19N","Propanoic acid, 2,2-dimethyl-, 1-(1,2,3,4-tetrahydro-1-isoquinolinyl)propyl ester","94.87","103285","76069006","C17H25NO2","Isoquinoline, 1,2,3,4-tetrahydro-1-(1-methylethyl)-","94.86"," 37494","77796204","C12H17N","1-Cyclohexyl-1,2,3,4-tetrahydro-isoquinoline","94.79"," 64295","87443649","C15H21N","1-Isoquinolinemethanol, .alpha.-ethyl-1,2,3,4-tetrahydro-, (R*,S*)-(.+-.)-","94.60"," 47599","114608923","C12H17NO","3H-Benzo[4,5]imidazo[1,2-c]oxazol-1-one, 3,3,3a-trimethyl-3a,4-dihydro-","94.49"," 65893","1000316999","C12H14N2O2","Phenylcyclopentylamine","94.44"," 28357","40649261","C11H15N","Benzeneethanamine, N-ethylidene-.alpha.-phenyl-","94.42"," 70054","69707068","C16H17N","N-(1,2,3,4-Tetrahydro-isoquinolin-1-ylmethyl)-benzenesulfonamide","94.22","120151","1000274628","C16H18N2O2S",0,79109,63722,0,0
"251",252,2.4088,8,"1-(2,2-Dimethylpropyl)-1,2,3,4-tetrahydroisoquinoline","94.20"," 55749","87443627","C14H21N","Isoquinoline, 1,2,3,4-tetrahydro-1-butyl","94.01"," 46436","1000197554","C13H19N","Isoquinoline, 1,2,3,4-tetrahydro-1-(1-methylethyl)-","93.93"," 37494","77796204","C12H17N","Propanoic acid, 2,2-dimethyl-, 1-(1,2,3,4-tetrahydro-1-isoquinolinyl)propyl ester","93.88","103285","76069006","C17H25NO2","1-Cyclohexyl-1,2,3,4-tetrahydro-isoquinoline","93.81"," 64295","87443649","C15H21N","1-Isoquinolinemethanol, .alpha.-ethyl-1,2,3,4-tetrahydro-, (R*,S*)-(.+-.)-","93.73"," 47599","114608923","C12H17NO","Benzeneethanamine, N-ethylidene-.alpha.-phenyl-","93.67"," 70054","69707068","C16H17N","Phenylcyclopentylamine","93.46"," 28357","40649261","C11H15N","3H-Benzo[4,5]imidazo[1,2-c]oxazol-1-one, 3,3,3a-trimethyl-3a,4-dihydro-","93.44"," 65893","1000316999","C12H14N2O2","N-(1,2,3,4-Tetrahydro-isoquinolin-1-ylmethyl)-benzenesulfonamide","93.25","120151","1000274628","C16H18N2O2S",0,0,0,0,0
"252",253,2.2167,3,"1-(2,2-Dimethylpropyl)-1,2,3,4-tetrahydroisoquinoline","83.47"," 55749","87443627","C14H21N","Isoquinoline, 1,2,3,4-tetrahydro-1-butyl","83.23"," 46436","1000197554","C13H19N","Propanoic acid, 2,2-dimethyl-, 1-(1,2,3,4-tetrahydro-1-isoquinolinyl)propyl ester","83.16","103285","76069006","C17H25NO2","Isoquinoline, 1,2,3,4-tetrahydro-1-(1-methylethyl)-","82.93"," 37494","77796204","C12H17N","1-Cyclohexyl-1,2,3,4-tetrahydro-isoquinoline","82.93"," 64295","87443649","C15H21N","3H-Benzo[4,5]imidazo[1,2-c]oxazol-1-one, 3,3,3a-trimethyl-3a,4-dihydro-","82.84"," 65893","1000316999","C12H14N2O2","Phenylcyclopentylamine","82.74"," 28357","40649261","C11H15N","1-Isoquinolinemethanol, .alpha.-ethyl-1,2,3,4-tetrahydro-, (R*,S*)-(.+-.)-","82.59"," 47599","114608923","C12H17NO","N-(1,2,3,4-Tetrahydro-isoquinolin-1-ylmethyl)-benzenesulfonamide","82.49","120151","1000274628","C16H18N2O2S","Dihexyl thiodiglycollate","82.46","129752","108199195","C16H30O4S",0,0,0,0,0
"253",254,2.4417,3,"4,4'-Sulfonyldiphthalic dianhydride","97.19","150647","2540990","C16H6O8S","N-(2,2-Diethoxyethyl)-9-methyl-4-methylthio-1,2-carbazoledicarboximide","95.59","168053","20863143","C22H24N2O4S","N-(2,2-Diethoxyethyl)-3-phenyl-1,2-carbazoledicarboximide","94.89","171643","22293987","C26H24N2O4","N-(2,2-Diethoxyethyl)-4-methylthio-1,2-carbazoledicarboximide","94.71","164603","20863110","C21H22N2O4S","Propane, 2,2-bis(ethylthio)-","94.47"," 30540","14252450","C7H16S2","Dimethyl methoxymalonate","93.95"," 29111","5018304","C6H10O5","D-Mannose, 2,5-anhydro-, diethyl acetal, triacetate","93.64","152223","35439635","C16H26O9","Propanamide, 2-cyano-N1-(2,2-diethoxyethyl)-3-phenyl","93.59","112633","1000197167","C16H22N2O3","Propane, 1,1,3,3-tetraethoxy-","93.54"," 67024","122316","C11H24O4","1-Propoxy-3,3-diethyltriazene 2-oxide","93.36"," 37561","112753647","C7H17N3O2",0,0,0,0,0
"254",255,2.285,8,"Ethyl 4-(4-nitrophthalimidomethylamino)benzoate","85.49","155083","53138366","C18H15N3O6","3H-1,2-Dithiol-3-one, 4-methyl-","83.77"," 12845","3620108","C4H4OS2","Dimethyl methoxymalonate","82.38"," 29111","5018304","C6H10O5","2-(2-Cyano-ethylamino)-nicotinonitrile","79.29"," 36211","1000186129","C9H8N4","1-[2-Hydroxyindanyl]-2-indonone","78.55"," 96208","791526","C18H16O2","cis-1-Hydroxy-2-indanyl formate","78.44"," 38852","19597990","C10H10O3","Benzeneethanamine, N-ethylidene-.alpha.-phenyl-","76.92"," 70054","69707068","C16H17N","1-Isoquinolinemethanol, .alpha.-ethyl-1,2,3,4-tetrahydro-, (R*,S*)-(.+-.)-","76.21"," 47599","114608923","C12H17NO","Isoquinoline, 1,2,3,4-tetrahydro-1-(1-methylethyl)-","75.99"," 37494","77796204","C12H17N","3-[2-(2-Isoindolinyl)ethyl]indole","75.88"," 95002","47066922","C18H18N2",0,0,0,0,0
"255",256,2.1775,2,"1,3-Dioxolane","80.18","   745","646060","C3H6O2","1,3-Dioxolane","80.05","   748","646060","C3H6O2","1H-Cyclopenta[c]furan-3(3aH)-one, 6,6a-dihydro-1-(1,3-dioxolan-2-yl)-, (3aR,1-trans,6a-cis)-","78.32"," 51102","1000141744","C10H12O4","1,3,5-Trioxepane","77.21","  4330","5981066","C4H8O3","Formamide, N,N-dimethyl-","76.94","   687","68122","C3H7NO","3-Nitropropanoic acid","75.39","  8269","504881","C3H5NO4","Formamide, N,N-dimethyl-","75.06","   685","68122","C3H7NO","1,3-Dioxan-5-ol","75.05","  4327","4740787","C4H8O3","Purin-2,6-dione, 1,3,7-trimethyl-8-[2-[4-acetoxy-3,5-methoxyphenyl]ethenyl]-","74.39","168619","1000127554","C20H22N4O6","Phloroglucitol","74.22"," 12939","2041158","C6H12O3",0,0,0,0,0
"256",257,2.2,2,"Thiomorpholine, 4-nitroso-","84.30"," 12865","26541515","C4H8N2OS","Oxazolidin-2-one, 3-methyl-5-phenyl-","83.65"," 38438","20805269","C10H11NO2","Phenethylamine methyl imine","83.36"," 13401","1000418920","C9H11N","Bicine","79.73"," 29600","150254","C6H13NO4","Hydrogen azide","79.43","    65","7782798","HN3","1,4-Dioxane-2,6-dione","78.95","  7292","4480835","C4H4O4","Acetic anhydride","78.75","  3905","108247","C4H6O3","Acetic anhydride","78.58","  3903","108247","C4H6O3","Acetic acid, anhydride with formic acid","77.97","  1804","2258426","C3H4O3","Acetic anhydride","77.76","  3904","108247","C4H6O3",0,0,0,0,0
"257",258,2.27,2,"Propanoic acid, 2-methyl-, 2-(hydroxymethyl)-1-propylbutyl ester","90.02"," 64678","74367321","C12H24O3","Isophytol","89.78","116596","505328","C20H40O","Ether, 1-dodecenyl methyl","89.61"," 52872","26537042","C13H26O","1-Hexadecen-3-ol, 3,5,11,15-tetramethyl-","89.53","116605","1000262555","C20H40O","3-Methoxyhex-1-ene","89.38","  6831","108811412","C7H14O","Cyclooctane, methoxy-","89.31"," 18033","13213326","C9H18O","Furazan-3-carboxamide, 4-amino-N-(2-tetrahydrofurfuryl)-","89.07"," 62741","309735271","C8H12N4O3","1-Methoxycyclohexane","89.04","  6860","931566","C7H14O","Ether, methyl 1-tetradecenyl","88.98"," 72299","26537053","C15H30O","Succinic acid, but-3-yn-2-yl tetrahydrofurfuryl ester","88.89"," 89379","1000390713","C13H18O5",0,0,0,0,0
"258",259,2.28,2,"3-Butynoic acid","79.96","  1219","2345519","C4H4O2","Propanoic acid, 2,2-dimethyl-, potassium salt","79.40"," 16493","19455233","C5H9KO2","2-Propyn-1-ol, acetate","77.22","  2788","627098","C5H6O2","Furazano[3,4-b]pyrazine-5,6-diamine, N,N'-di(propynyl)-","77.05"," 72969","210301556","C10H8N6O","Propyne","76.95","    44","74997","C3H4","6,7-Dimethyl-2-(4-prop-2-ynyloxy-benzylidene)-benzo[4,5]imidazo[2,1-b]thiazol-3-one","76.72","151610","1000296518","C21H16N2O2S","2,2'-Bipyridine-3,3'-diol","75.24"," 45486","36145036","C10H8N2O2","Allene","74.40","    43","463490","C3H4","Cyclopropene","74.03","    45","2781853","C3H4","2-Propyn-1-ol, acetate","73.63","  2787","627098","C5H6O2",0,0,0,0,0
"259",260,2.6448,58,"Benzene","99.52","   918","71432","C6H6","Benzene","99.11","   917","71432","C6H6","pentacene, 6,13-dihydro-6,13-diphenyl-","98.65","172432","1000399245","C34H24","benzenamine, N,N-diethyl-4-[[4-(ethylamino)phenyl]diphenylmethyl]-","98.59","172692","1000399255","C31H34N2","Benzene","98.58","   916","71432","C6H6","Benzene","97.89","   915","71432","C6H6","2-Cyanosuccinonitrile","97.80","  4546","39805986","C5H3N3","1H-pyrrole, 1-[4-(triphenylmethyl)phenyl]-","96.93","161053","1000402686","C29H23N","Fumaronitrile","96.92","   910","764421","C4H2N2","Molybdenum, (.eta.6-benzene)tricarbonyl-","96.49"," 93885","12287819","C9H6MoO3",159687,201567,59445,0,0
"260",261,2.6888,68,"1-Butanol","99.40","   776","71363","C4H10O","1-Butanol","98.96","   777","71363","C4H10O","Formic acid, butyl ester","98.56","  3966","592847","C5H10O2","Formic acid, butyl ester","98.53","  3967","592847","C5H10O2","Formic acid, butyl ester","98.34","  3957","592847","C5H10O2","Oxetane, 2,3,4-trimethyl-, (2.alpha.,3.alpha.,4.beta.)-","98.30","  3650","32347129","C6H12O","Oxetane, 3,3-dimethyl-","98.18","  1634","6921353","C5H10O","Oxirane, 2-methyl-3-(1-methylethyl)-","98.04","  3642","1192310","C6H12O","1,4-Dioxaspiro[2.4]heptan-5-one, 7,7-dimethyl-","98.02"," 17625","126091790","C7H10O3","Cyclobutane, ethyl-","97.76","  1346","4806615","C6H12",0,99051,124785,0,0
"261",262,3.0161,85,"2-Pentanone","98.62","  1571","107879","C5H10O","2-Pentanone","98.34","  1570","107879","C5H10O","2-Pentanone","97.18","  1567","107879","C5H10O","2-Butanone, 3-methyl-","92.89","  1627","563804","C5H10O","3-Ethyl-2-nonanone","91.05"," 34440","1000374111","C11H22O","3-Ethyl-2-nonanone","91.01","184157","","C11H22O","3-Ethyl-2-tridecanone","90.83"," 72297","1000374114","C15H30O","Oxalic acid, monoamide, n-propyl, pentyl ester","90.27"," 54339","1000309643","C10H19NO3","3-Ethyl-2-pentadecanone","89.97"," 89970","1000374112","C17H34O","1-Propanamine, N,N-diethyl-","89.55","  7252","4458315","C7H17N",37171,0,54493,52765,0
"262",263,3.0985,62,"Pentanal","99.30","  1564","110623","C5H10O","1-Octadecanamine, N-methyl-","96.80","108312","2439556","C19H41N","Pentanal","96.63","  1565","110623","C5H10O","Pentanal","95.96","  1566","110623","C5H10O","1,5-benzodiazocin-6(1H)-one, 8,10-bis(dodecylsulfonyl)-2,3,4,5-tetrahydro-5-methyl-","95.51","183161","1000399952","C35H62N2O5S2","1-Octadecanamine, N-methyl-","94.85","108310","2439556","C19H41N","Ethanamine, 2-(2,6-dimethylphenoxy)-N-methyl-","94.73"," 39996","14573229","C11H17NO","Benzenemethanol, 2-(2-aminopropoxy)-3-methyl-","94.71"," 50545","53566986","C11H17NO2","Butanal, 3-methyl-","94.63","  1605","590863","C5H10O","2-Butanamine, (S)-","94.25","   699","513495","C4H11N",0,0,146311,0,0
"263",264,2.8311,14,"Benzene","99.29","   918","71432","C6H6","Benzene","99.04","   917","71432","C6H6","pentacene, 6,13-dihydro-6,13-diphenyl-","98.47","172432","1000399245","C34H24","benzenamine, N,N-diethyl-4-[[4-(ethylamino)phenyl]diphenylmethyl]-","98.43","172692","1000399255","C31H34N2","Benzene","98.34","   916","71432","C6H6","Benzene","97.88","   915","71432","C6H6","2-Cyanosuccinonitrile","97.67","  4546","39805986","C5H3N3","Fumaronitrile","96.92","   910","764421","C4H2N2","1H-pyrrole, 1-[4-(triphenylmethyl)phenyl]-","96.61","161053","1000402686","C29H23N","Molybdenum, (.eta.6-benzene)tricarbonyl-","96.36"," 93885","12287819","C9H6MoO3",0,0,0,63726,0
"264",265,3.083,38,"N,N'-Di(4-phenylazophenyl)-3,6-dioxaoctanedicarboxamide","97.22","181217","1000144464","C30H28N6O4","Mercury, diphenyl-","96.02","149615","587859","C12H10Hg","[4,4'-Bi-3H-pyrazole]-3,3'-dione, 2,2',4,4'-tetrahydro-5,5'-dimethyl-2,2'-diphenyl-","94.33","145425","7477670","C20H18N4O2","Azobenzene, (E)-","94.22"," 42070","17082121","C12H10N2","3,5-Hexadiyn-2-one","93.41","  2214","31097800","C6H4O","Pyridazine-3,4,5-trione, 2,3,4,5-tetrahydro-6-(4-methoxyphenyl)-, 5-phenylhydrazone","93.07","132013","299921963","C17H14N4O3","2,5-Pyrrolidinedione, 1-(phenylsulfonyl)-","92.79"," 79933","25417452","C10H9NO4S","1H-Imidazole, 1-(phenylsulfonyl)-","92.59"," 60011","46248015","C9H8N2O2S","1-Oxy-2-phenyl-2,4-dihydro-[1,2,3]triazolo[4,5-d]pyrimidine-5,7-dione","92.55"," 83792","1000317923","C10H7N5O3","N-Methylbenzenesulfonamide","92.55"," 35213","5183788","C7H9NO2S",437666,685392,0,0,585613
"265",266,3.4143,59,"Methyl methacrylate","97.24","  3359","80626","C5H8O2","Methyl methacrylate","97.06","  3358","80626","C5H8O2","Methyl methacrylate","96.95","  3357","80626","C5H8O2","Methyl methacrylate","96.51","  3360","80626","C5H8O2","2-Propenoic acid, 2-methyl-, 3-hydroxypropyl ester","95.46"," 18660","2761093","C7H12O3","1-Penten-3-one, 2-methyl-","94.63","  2926","25044013","C6H10O","2-Pentenoic acid, 2-methyl-","94.62","  6606","3142721","C6H10O2","2-Propenoic acid, 2-methyl-, ethenyl ester","94.42","  5841","4245378","C6H8O2","3-Penten-1-ol, 4-methyl-","94.27","  3560","763893","C6H12O","1-Butene, 3,3-dimethyl-","94.12","  1375","558372","C6H12",0,0,0,0,68982
"266",267,2.9547,40,"2,4-Pentanediol, 3-methyl-","96.10","  8118","5683443","C6H14O2","Cyclobutane, 1,2,3,4-tetramethyl-","96.00","  6225","69531573","C8H16","Ethane, diazo-","95.96","   143","1117960","C2H4N2","3,4-Dimethyldihydrothiophene-2,5-dione","95.92"," 18534","171917627","C6H8O2S","Formic acid, butyl ester","95.90","  3965","592847","C5H10O2","Formic acid, butyl ester","95.43","  3967","592847","C5H10O2","Butane, 1-methoxy-","95.23","  1949","628284","C5H12O","1,4-Dioxaspiro[2.4]heptan-5-one, 7,7-dimethyl-","95.23"," 17625","126091790","C7H10O3","Cyclobutanecarbonitrile, 3,3-dimethyl-","95.17","  5113","53783861","C7H11N","Butane, 1-methoxy-","95.10","  1944","628284","C5H12O",0,0,0,0,0
